District,District Name,Discipline School,Discipline School Name,Discipline Code,Discipline Description,White,Black or African American,Hispanic/Latino,Asian,Native Hawaiian or Other Pacific Islander,American Indian or Alaska Native,Two or More Races,Female,Male,Total
50,PALM BEACH,1781,WHISPERING PINES ELEMENTARY SCHOOL,O,Suspension Out-of-School,*,*,*,*,*,*,*,*,*,*
50,PALM BEACH,1811,CORAL SUNSET ELEMENTARY SCHOOL,I,Suspension In-School,7,1,5,0,0,0,0,3,10,13
50,PALM BEACH,1811,CORAL SUNSET ELEMENTARY SCHOOL,O,Suspension Out-of-School,*,*,*,*,*,*,*,*,*,*
50,PALM BEACH,1821,CHRISTA MCAULIFFE MIDDLE SCHOOL,I,Suspension In-School,8,11,9,0,0,0,2,3,27,30
50,PALM BEACH,1821,CHRISTA MCAULIFFE MIDDLE SCHOOL,O,Suspension Out-of-School,13,10,4,0,0,0,2,8,21,29
50,PALM BEACH,1831,K. E. CUNNINGHAM/CANAL POINT ELEMENTARY,O,Suspension Out-of-School,1,39,0,0,0,0,0,10,30,40
50,PALM BEACH,1831,K. E. CUNNINGHAM/CANAL POINT ELEMENTARY,S,Other SES IR Defined,*,*,*,*,*,*,*,*,*,*
50,PALM BEACH,1851,PALM BEACH LAKES HIGH SCHOOL,E,Expelled Without Continuing Educational Services,*,*,*,*,*,*,*,*,*,*
50,PALM BEACH,1851,PALM BEACH LAKES HIGH SCHOOL,F,Expelled With Continuing Educational Services,*,*,*,*,*,*,*,*,*,*
50,PALM BEACH,1851,PALM BEACH LAKES HIGH SCHOOL,I,Suspension In-School,6,327,28,1,1,10,3,152,224,376
50,PALM BEACH,1851,PALM BEACH LAKES HIGH SCHOOL,O,Suspension Out-of-School,6,314,27,0,0,10,1,112,246,358
50,PALM BEACH,1851,PALM BEACH LAKES HIGH SCHOOL,P,Placement in Alternative Educational Setting,*,*,*,*,*,*,*,*,*,*
50,PALM BEACH,1851,PALM BEACH LAKES HIGH SCHOOL,S,Other SES IR Defined,*,*,*,*,*,*,*,*,*,*
50,PALM BEACH,1861,INDIAN PINES ELEMENTARY SCHOOL,I,Suspension In-School,0,21,3,0,0,0,0,9,15,24
50,PALM BEACH,1861,INDIAN PINES ELEMENTARY SCHOOL,O,Suspension Out-of-School,0,31,2,0,0,0,0,5,28,33
50,PALM BEACH,1861,INDIAN PINES ELEMENTARY SCHOOL,S,Other SES IR Defined,*,*,*,*,*,*,*,*,*,*
50,PALM BEACH,1871,LIBERTY PARK ELEMENTARY SCHOOL,I,Suspension In-School,*,*,*,*,*,*,*,*,*,*
50,PALM BEACH,1871,LIBERTY PARK ELEMENTARY SCHOOL,O,Suspension Out-of-School,2,4,4,0,0,0,1,1,10,11
50,PALM BEACH,1871,LIBERTY PARK ELEMENTARY SCHOOL,S,Other SES IR Defined,*,*,*,*,*,*,*,*,*,*
50,PALM BEACH,1891,BANYAN CREEK ELEMENTARY SCHOOL,O,Suspension Out-of-School,1,18,2,0,0,0,0,3,18,21
50,PALM BEACH,1901,LOXAHATCHEE GROVES ELEMENTARY,I,Suspension In-School,*,*,*,*,*,*,*,*,*,*
50,PALM BEACH,1901,LOXAHATCHEE GROVES ELEMENTARY,O,Suspension Out-of-School,*,*,*,*,*,*,*,*,*,*
50,PALM BEACH,1911,CALUSA ELEMENTARY SCHOOL,I,Suspension In-School,*,*,*,*,*,*,*,*,*,*
50,PALM BEACH,1911,CALUSA ELEMENTARY SCHOOL,O,Suspension Out-of-School,*,*,*,*,*,*,*,*,*,*
50,PALM BEACH,1921,WOODLANDS MIDDLE SCHOOL,I,Suspension In-School,17,50,23,0,0,0,5,31,64,95
50,PALM BEACH,1921,WOODLANDS MIDDLE SCHOOL,O,Suspension Out-of-School,16,39,15,1,0,0,3,18,56,74
50,PALM BEACH,1921,WOODLANDS MIDDLE SCHOOL,P,Placement in Alternative Educational Setting,*,*,*,*,*,*,*,*,*,*
50,PALM BEACH,1931,LIGHTHOUSE ELEMENTARY SCHOOL,O,Suspension Out-of-School,*,*,*,*,*,*,*,*,*,*
50,PALM BEACH,1941,CYPRESS TRAILS ELEMENTARY SCHOOL,I,Suspension In-School,5,2,3,0,0,0,0,1,9,10
50,PALM BEACH,1941,CYPRESS TRAILS ELEMENTARY SCHOOL,O,Suspension Out-of-School,4,8,3,0,0,0,2,2,15,17
50,PALM BEACH,1951,MORIKAMI PARK ELEMENTARY SCHOOL,O,Suspension Out-of-School,*,*,*,*,*,*,*,*,*,*
50,PALM BEACH,1961,SANDPIPER SHORES ELEMENTARY SCHOOL,I,Suspension In-School,*,*,*,*,*,*,*,*,*,*
50,PALM BEACH,1961,SANDPIPER SHORES ELEMENTARY SCHOOL,O,Suspension Out-of-School,4,2,6,0,0,0,1,0,13,13
50,PALM BEACH,1971,WATSON B. DUNCAN MIDDLE SCHOOL,I,Suspension In-School,15,21,10,0,0,0,5,8,43,51
50,PALM BEACH,1971,WATSON B. DUNCAN MIDDLE SCHOOL,O,Suspension Out-of-School,41,49,19,3,0,1,3,33,83,116
50,PALM BEACH,1971,WATSON B. DUNCAN MIDDLE SCHOOL,S,Other SES IR Defined,*,*,*,*,*,*,*,*,*,*
50,PALM BEACH,1981,BEAR LAKES MIDDLE SCHOOL,E,Expelled Without Continuing Educational Services,*,*,*,*,*,*,*,*,*,*
50,PALM BEACH,1981,BEAR LAKES MIDDLE SCHOOL,F,Expelled With Continuing Educational Services,*,*,*,*,*,*,*,*,*,*
50,PALM BEACH,1981,BEAR LAKES MIDDLE SCHOOL,I,Suspension In-School,2,28,2,0,1,0,1,7,27,34
50,PALM BEACH,1981,BEAR LAKES MIDDLE SCHOOL,O,Suspension Out-of-School,4,76,7,0,0,0,2,32,57,89
50,PALM BEACH,1981,BEAR LAKES MIDDLE SCHOOL,P,Placement in Alternative Educational Setting,*,*,*,*,*,*,*,*,*,*
50,PALM BEACH,1991,OMNI MIDDLE SCHOOL,I,Suspension In-School,16,5,16,0,0,0,1,4,34,38
50,PALM BEACH,1991,OMNI MIDDLE SCHOOL,O,Suspension Out-of-School,28,11,20,2,0,1,3,15,50,65
50,PALM BEACH,1991,OMNI MIDDLE SCHOOL,S,Other SES IR Defined,*,*,*,*,*,*,*,*,*,*
50,PALM BEACH,2001,PARK VISTA COMMUNITY HIGH SCHOOL,E,Expelled Without Continuing Educational Services,*,*,*,*,*,*,*,*,*,*
50,PALM BEACH,2001,PARK VISTA COMMUNITY HIGH SCHOOL,F,Expelled With Continuing Educational Services,*,*,*,*,*,*,*,*,*,*
50,PALM BEACH,2001,PARK VISTA COMMUNITY HIGH SCHOOL,I,Suspension In-School,125,48,56,7,0,0,6,66,176,242
50,PALM BEACH,2001,PARK VISTA COMMUNITY HIGH SCHOOL,O,Suspension Out-of-School,73,26,34,2,0,1,1,29,108,137
50,PALM BEACH,2001,PARK VISTA COMMUNITY HIGH SCHOOL,P,Placement in Alternative Educational Setting,*,*,*,*,*,*,*,*,*,*
50,PALM BEACH,2001,PARK VISTA COMMUNITY HIGH SCHOOL,R,Physical Restraint,*,*,*,*,*,*,*,*,*,*
50,PALM BEACH,2011,TIMBER TRACE ELEMENTARY SCHOOL,I,Suspension In-School,*,*,*,*,*,*,*,*,*,*
50,PALM BEACH,2011,TIMBER TRACE ELEMENTARY SCHOOL,O,Suspension Out-of-School,*,*,*,*,*,*,*,*,*,*
50,PALM BEACH,2031,LIMESTONE CREEK ELEMENTARY SCHOOL,I,Suspension In-School,*,*,*,*,*,*,*,*,*,*
50,PALM BEACH,2031,LIMESTONE CREEK ELEMENTARY SCHOOL,O,Suspension Out-of-School,*,*,*,*,*,*,*,*,*,*
50,PALM BEACH,2041,CARVER MIDDLE SCHOOL,I,Suspension In-School,2,84,3,0,0,0,1,34,56,90
50,PALM BEACH,2041,CARVER MIDDLE SCHOOL,O,Suspension Out-of-School,4,126,5,0,0,1,1,58,79,137
50,PALM BEACH,2041,CARVER MIDDLE SCHOOL,P,Placement in Alternative Educational Setting,*,*,*,*,*,*,*,*,*,*
50,PALM BEACH,2041,CARVER MIDDLE SCHOOL,S,Other SES IR Defined,0,10,0,0,0,0,0,4,6,10
50,PALM BEACH,2051,NEW HORIZONS ELEMENTARY SCHOOL,I,Suspension In-School,*,*,*,*,*,*,*,*,*,*
50,PALM BEACH,2051,NEW HORIZONS ELEMENTARY SCHOOL,O,Suspension Out-of-School,*,*,*,*,*,*,*,*,*,*
50,PALM BEACH,2071,CITRUS COVE ELEMENTARY SCHOOL,O,Suspension Out-of-School,*,*,*,*,*,*,*,*,*,*
50,PALM BEACH,2081,HAMMOCK POINTE ELEMENTARY SCHOOL,I,Suspension In-School,*,*,*,*,*,*,*,*,*,*
50,PALM BEACH,2081,HAMMOCK POINTE ELEMENTARY SCHOOL,O,Suspension Out-of-School,*,*,*,*,*,*,*,*,*,*
50,PALM BEACH,2091,JUPITER FARMS ELEMENTARY SCHOOL,I,Suspension In-School,*,*,*,*,*,*,*,*,*,*
50,PALM BEACH,2091,JUPITER FARMS ELEMENTARY SCHOOL,O,Suspension Out-of-School,*,*,*,*,*,*,*,*,*,*
50,PALM BEACH,2101,EGRET LAKE ELEMENTARY SCHOOL,I,Suspension In-School,*,*,*,*,*,*,*,*,*,*
50,PALM BEACH,2101,EGRET LAKE ELEMENTARY SCHOOL,O,Suspension Out-of-School,1,32,5,1,0,0,2,11,30,41
50,PALM BEACH,2101,EGRET LAKE ELEMENTARY SCHOOL,R,Physical Restraint,*,*,*,*,*,*,*,*,*,*
50,PALM BEACH,2101,EGRET LAKE ELEMENTARY SCHOOL,S,Other SES IR Defined,*,*,*,*,*,*,*,*,*,*
50,PALM BEACH,2121,CRYSTAL LAKES ELEMENTARY SCHOOL,I,Suspension In-School,*,*,*,*,*,*,*,*,*,*
50,PALM BEACH,2121,CRYSTAL LAKES ELEMENTARY SCHOOL,O,Suspension Out-of-School,*,*,*,*,*,*,*,*,*,*
50,PALM BEACH,2121,CRYSTAL LAKES ELEMENTARY SCHOOL,S,Other SES IR Defined,*,*,*,*,*,*,*,*,*,*
50,PALM BEACH,2131,LAKE WORTH COMMUNITY MIDDLE,I,Suspension In-School,6,54,83,0,0,10,1,52,102,154
50,PALM BEACH,2131,LAKE WORTH COMMUNITY MIDDLE,O,Suspension Out-of-School,7,32,76,0,0,4,1,34,86,120
50,PALM BEACH,2131,LAKE WORTH COMMUNITY MIDDLE,S,Other SES IR Defined,*,*,*,*,*,*,*,*,*,*
50,PALM BEACH,2141,ACREAGE PINES ELEMENTARY SCHOOL,I,Suspension In-School,*,*,*,*,*,*,*,*,*,*
50,PALM BEACH,2141,ACREAGE PINES ELEMENTARY SCHOOL,O,Suspension Out-of-School,*,*,*,*,*,*,*,*,*,*
50,PALM BEACH,2151,OKEEHEELEE MIDDLE SCHOOL,I,Suspension In-School,11,22,46,0,0,2,1,23,59,82
50,PALM BEACH,2151,OKEEHEELEE MIDDLE SCHOOL,O,Suspension Out-of-School,16,58,116,1,0,1,3,52,143,195
50,PALM BEACH,2151,OKEEHEELEE MIDDLE SCHOOL,S,Other SES IR Defined,*,*,*,*,*,*,*,*,*,*
50,PALM BEACH,2161,PANTHER RUN ELEMENTARY SCHOOL,I,Suspension In-School,*,*,*,*,*,*,*,*,*,*
50,PALM BEACH,2161,PANTHER RUN ELEMENTARY SCHOOL,O,Suspension Out-of-School,*,*,*,*,*,*,*,*,*,*
50,PALM BEACH,2181,OLYMPIC HEIGHTS COMMUNITY HIGH,I,Suspension In-School,130,65,103,5,0,4,6,124,189,313
50,PALM BEACH,2181,OLYMPIC HEIGHTS COMMUNITY HIGH,O,Suspension Out-of-School,49,25,29,1,0,1,9,35,79,114
50,PALM BEACH,2191,WELLINGTON HIGH SCHOOL,I,Suspension In-School,60,59,80,1,0,1,8,58,151,209
50,PALM BEACH,2191,WELLINGTON HIGH SCHOOL,O,Suspension Out-of-School,39,33,41,0,0,1,3,27,90,117
50,PALM BEACH,2191,WELLINGTON HIGH SCHOOL,S,Other SES IR Defined,*,*,*,*,*,*,*,*,*,*
50,PALM BEACH,2201,WILLIAM T. DWYER HIGH SCHOOL,O,Suspension Out-of-School,60,227,20,3,0,1,8,122,197,319
50,PALM BEACH,2201,WILLIAM T. DWYER HIGH SCHOOL,P,Placement in Alternative Educational Setting,*,*,*,*,*,*,*,*,*,*
50,PALM BEACH,2201,WILLIAM T. DWYER HIGH SCHOOL,S,Other SES IR Defined,*,*,*,*,*,*,*,*,*,*
50,PALM BEACH,2241,MANATEE ELEMENTARY SCHOOL,I,Suspension In-School,*,*,*,*,*,*,*,*,*,*
50,PALM BEACH,2241,MANATEE ELEMENTARY SCHOOL,O,Suspension Out-of-School,*,*,*,*,*,*,*,*,*,*
50,PALM BEACH,2301,GLADES CENTRAL HIGH SCHOOL,E,Expelled Without Continuing Educational Services,*,*,*,*,*,*,*,*,*,*
50,PALM BEACH,2301,GLADES CENTRAL HIGH SCHOOL,F,Expelled With Continuing Educational Services,*,*,*,*,*,*,*,*,*,*
50,PALM BEACH,2301,GLADES CENTRAL HIGH SCHOOL,I,Suspension In-School,0,12,3,0,0,0,0,3,12,15
50,PALM BEACH,2301,GLADES CENTRAL HIGH SCHOOL,O,Suspension Out-of-School,0,98,18,0,0,0,1,31,86,117
50,PALM BEACH,2301,GLADES CENTRAL HIGH SCHOOL,P,Placement in Alternative Educational Setting,*,*,*,*,*,*,*,*,*,*
50,PALM BEACH,2301,GLADES CENTRAL HIGH SCHOOL,S,Other SES IR Defined,*,*,*,*,*,*,*,*,*,*
50,PALM BEACH,2331,ROYAL PALM BEACH HIGH SCHOOL,I,Suspension In-School,3,13,7,0,0,0,0,8,15,23
50,PALM BEACH,2331,ROYAL PALM BEACH HIGH SCHOOL,O,Suspension Out-of-School,12,80,34,0,0,0,1,32,95,127
50,PALM BEACH,2331,ROYAL PALM BEACH HIGH SCHOOL,P,Placement in Alternative Educational Setting,*,*,*,*,*,*,*,*,*,*
50,PALM BEACH,2331,ROYAL PALM BEACH HIGH SCHOOL,S,Other SES IR Defined,*,*,*,*,*,*,*,*,*,*
50,PALM BEACH,2351,ORCHARD VIEW ELEMENTARY SCHOOL,I,Suspension In-School,*,*,*,*,*,*,*,*,*,*
50,PALM BEACH,2351,ORCHARD VIEW ELEMENTARY SCHOOL,O,Suspension Out-of-School,2,15,1,0,0,0,0,2,16,18
50,PALM BEACH,2351,ORCHARD VIEW ELEMENTARY SCHOOL,R,Physical Restraint,*,*,*,*,*,*,*,*,*,*
50,PALM BEACH,2351,ORCHARD VIEW ELEMENTARY SCHOOL,S,Other SES IR Defined,*,*,*,*,*,*,*,*,*,*
50,PALM BEACH,2361,BOYNTON BEACH COMMUNITY HIGH,E,Expelled Without Continuing Educational Services,*,*,*,*,*,*,*,*,*,*
50,PALM BEACH,2361,BOYNTON BEACH COMMUNITY HIGH,F,Expelled With Continuing Educational Services,*,*,*,*,*,*,*,*,*,*
50,PALM BEACH,2361,BOYNTON BEACH COMMUNITY HIGH,I,Suspension In-School,10,221,40,1,2,1,4,98,181,279
50,PALM BEACH,2361,BOYNTON BEACH COMMUNITY HIGH,O,Suspension Out-of-School,8,212,23,3,0,0,5,100,151,251
50,PALM BEACH,2361,BOYNTON BEACH COMMUNITY HIGH,P,Placement in Alternative Educational Setting,*,*,*,*,*,*,*,*,*,*
50,PALM BEACH,2361,BOYNTON BEACH COMMUNITY HIGH,S,Other SES IR Defined,*,*,*,*,*,*,*,*,*,*
50,PALM BEACH,2371,PIONEER PARK ELEMENTARY SCHOOL,O,Suspension Out-of-School,0,8,2,0,0,0,0,1,9,10
50,PALM BEACH,2371,PIONEER PARK ELEMENTARY SCHOOL,S,Other SES IR Defined,*,*,*,*,*,*,*,*,*,*
50,PALM BEACH,2401,BELLE GLADE ELEMENTARY SCHOOL,I,Suspension In-School,*,*,*,*,*,*,*,*,*,*
50,PALM BEACH,2401,BELLE GLADE ELEMENTARY SCHOOL,O,Suspension Out-of-School,0,24,3,0,0,0,0,7,20,27
50,PALM BEACH,2401,BELLE GLADE ELEMENTARY SCHOOL,R,Physical Restraint,*,*,*,*,*,*,*,*,*,*
50,PALM BEACH,2411,INDIAN RIDGE SCHOOL,I,Suspension In-School,3,9,4,0,0,0,2,2,16,18
50,PALM BEACH,2411,INDIAN RIDGE SCHOOL,O,Suspension Out-of-School,9,19,5,0,0,1,0,11,23,34
50,PALM BEACH,2411,INDIAN RIDGE SCHOOL,S,Other SES IR Defined,*,*,*,*,*,*,*,*,*,*
50,PALM BEACH,2421,GOLDEN GROVE ELEMENTARY SCHOOL,O,Suspension Out-of-School,*,*,*,*,*,*,*,*,*,*
50,PALM BEACH,2431,SOUTH GRADE ELEMENTARY SCHOOL,O,Suspension Out-of-School,*,*,*,*,*,*,*,*,*,*
50,PALM BEACH,2451,WESTERN PINES COMMUNITY MIDDLE,I,Suspension In-School,21,8,16,1,0,1,1,9,39,48
50,PALM BEACH,2451,WESTERN PINES COMMUNITY MIDDLE,O,Suspension Out-of-School,44,15,26,3,0,1,2,25,66,91
50,PALM BEACH,2451,WESTERN PINES COMMUNITY MIDDLE,S,Other SES IR Defined,*,*,*,*,*,*,*,*,*,*
50,PALM BEACH,2461,EAGLES LANDING MIDDLE SCHOOL,I,Suspension In-School,29,4,27,1,0,1,0,8,54,62
50,PALM BEACH,2461,EAGLES LANDING MIDDLE SCHOOL,O,Suspension Out-of-School,27,3,19,2,0,0,1,6,46,52
50,PALM BEACH,2461,EAGLES LANDING MIDDLE SCHOOL,S,Other SES IR Defined,*,*,*,*,*,*,*,*,*,*
50,PALM BEACH,2491,DR. MARY MCLEOD BETHUNE ELEMENTARY,I,Suspension In-School,*,*,*,*,*,*,*,*,*,*
50,PALM BEACH,2491,DR. MARY MCLEOD BETHUNE ELEMENTARY,O,Suspension Out-of-School,3,103,6,0,0,0,0,26,86,112
50,PALM BEACH,2491,DR. MARY MCLEOD BETHUNE ELEMENTARY,S,Other SES IR Defined,*,*,*,*,*,*,*,*,*,*
50,PALM BEACH,2511,BAK MIDDLE SCHOOL OF THE ARTS,O,Suspension Out-of-School,15,5,3,0,0,0,1,15,9,24
50,PALM BEACH,2521,ED VENTURE CHARTER SCHOOL,O,Suspension Out-of-School,6,28,11,0,0,0,2,10,37,47
50,PALM BEACH,2541,BEACON COVE INTERMEDIATE SCHOOL,I,Suspension In-School,*,*,*,*,*,*,*,*,*,*
50,PALM BEACH,2541,BEACON COVE INTERMEDIATE SCHOOL,O,Suspension Out-of-School,*,*,*,*,*,*,*,*,*,*
50,PALM BEACH,2551,FRONTIER ELEMENTARY SCHOOL,I,Suspension In-School,*,*,*,*,*,*,*,*,*,*
50,PALM BEACH,2551,FRONTIER ELEMENTARY SCHOOL,O,Suspension Out-of-School,7,2,1,0,0,0,0,3,7,10
50,PALM BEACH,2561,BINKS FOREST ELEMENTARY SCHOOL,O,Suspension Out-of-School,*,*,*,*,*,*,*,*,*,*
50,PALM BEACH,2571,HERITAGE ELEMENTARY SCHOOL,I,Suspension In-School,*,*,*,*,*,*,*,*,*,*
50,PALM BEACH,2571,HERITAGE ELEMENTARY SCHOOL,O,Suspension Out-of-School,*,*,*,*,*,*,*,*,*,*
50,PALM BEACH,2581,CORAL REEF ELEMENTARY SCHOOL,O,Suspension Out-of-School,*,*,*,*,*,*,*,*,*,*
50,PALM BEACH,2581,CORAL REEF ELEMENTARY SCHOOL,S,Other SES IR Defined,*,*,*,*,*,*,*,*,*,*
50,PALM BEACH,2591,PLEASANT CITY ELEMENTARY SCHOOL,I,Suspension In-School,0,11,0,0,0,0,0,3,8,11
50,PALM BEACH,2591,PLEASANT CITY ELEMENTARY SCHOOL,O,Suspension Out-of-School,0,28,1,0,0,0,0,10,19,29
50,PALM BEACH,2591,PLEASANT CITY ELEMENTARY SCHOOL,R,Physical Restraint,*,*,*,*,*,*,*,*,*,*
50,PALM BEACH,2591,PLEASANT CITY ELEMENTARY SCHOOL,S,Other SES IR Defined,*,*,*,*,*,*,*,*,*,*
50,PALM BEACH,2601,ODYSSEY MIDDLE SCHOOL,I,Suspension In-School,1,35,4,0,0,0,1,16,25,41
50,PALM BEACH,2601,ODYSSEY MIDDLE SCHOOL,O,Suspension Out-of-School,7,145,18,1,0,0,4,72,103,175
50,PALM BEACH,2601,ODYSSEY MIDDLE SCHOOL,P,Placement in Alternative Educational Setting,*,*,*,*,*,*,*,*,*,*
50,PALM BEACH,2601,ODYSSEY MIDDLE SCHOOL,S,Other SES IR Defined,2,10,3,0,0,0,0,3,12,15
50,PALM BEACH,2611,POLO PARK MIDDLE SCHOOL,I,Suspension In-School,28,29,40,4,1,1,2,33,72,105
50,PALM BEACH,2611,POLO PARK MIDDLE SCHOOL,O,Suspension Out-of-School,17,11,22,1,0,0,1,13,39,52
50,PALM BEACH,2611,POLO PARK MIDDLE SCHOOL,S,Other SES IR Defined,*,*,*,*,*,*,*,*,*,*
50,PALM BEACH,2621,INDEPENDENCE MIDDLE SCHOOL,I,Suspension In-School,68,9,34,4,0,0,4,23,96,119
50,PALM BEACH,2621,INDEPENDENCE MIDDLE SCHOOL,O,Suspension Out-of-School,32,5,14,3,0,0,3,11,46,57
50,PALM BEACH,2631,PALM BEACH CENTRAL HIGH SCHOOL,I,Suspension In-School,10,20,24,1,0,0,2,13,44,57
50,PALM BEACH,2631,PALM BEACH CENTRAL HIGH SCHOOL,O,Suspension Out-of-School,27,49,40,3,0,1,7,39,88,127
50,PALM BEACH,2631,PALM BEACH CENTRAL HIGH SCHOOL,P,Placement in Alternative Educational Setting,*,*,*,*,*,*,*,*,*,*
50,PALM BEACH,2631,PALM BEACH CENTRAL HIGH SCHOOL,S,Other SES IR Defined,*,*,*,*,*,*,*,*,*,*
50,PALM BEACH,2671,FREEDOM SHORES ELEMENTARY SCHOOL,I,Suspension In-School,1,16,3,0,0,0,0,1,19,20
50,PALM BEACH,2671,FREEDOM SHORES ELEMENTARY SCHOOL,O,Suspension Out-of-School,2,15,5,0,0,0,2,1,23,24
50,PALM BEACH,2671,FREEDOM SHORES ELEMENTARY SCHOOL,R,Physical Restraint,*,*,*,*,*,*,*,*,*,*
50,PALM BEACH,2691,SUNRISE PARK ELEMENTARY SCHOOL,I,Suspension In-School,*,*,*,*,*,*,*,*,*,*
50,PALM BEACH,2691,SUNRISE PARK ELEMENTARY SCHOOL,O,Suspension Out-of-School,*,*,*,*,*,*,*,*,*,*
50,PALM BEACH,2701,JEAGA MIDDLE SCHOOL,I,Suspension In-School,4,110,46,0,0,0,4,43,121,164
50,PALM BEACH,2701,JEAGA MIDDLE SCHOOL,O,Suspension Out-of-School,7,135,37,0,0,0,4,55,128,183
50,PALM BEACH,2701,JEAGA MIDDLE SCHOOL,P,Placement in Alternative Educational Setting,*,*,*,*,*,*,*,*,*,*
50,PALM BEACH,2701,JEAGA MIDDLE SCHOOL,S,Other SES IR Defined,0,8,4,0,0,0,1,5,8,13
50,PALM BEACH,2711,DON ESTRIDGE HIGH TECH MIDDLE SCHOOL,I,Suspension In-School,13,22,11,1,0,0,2,11,38,49
50,PALM BEACH,2711,DON ESTRIDGE HIGH TECH MIDDLE SCHOOL,O,Suspension Out-of-School,11,13,5,0,0,0,1,9,21,30
50,PALM BEACH,2711,DON ESTRIDGE HIGH TECH MIDDLE SCHOOL,S,Other SES IR Defined,*,*,*,*,*,*,*,*,*,*
50,PALM BEACH,2721,DISCOVERY KEY ELEMENTARY SCHOOL,I,Suspension In-School,7,0,2,0,0,0,1,0,10,10
50,PALM BEACH,2721,DISCOVERY KEY ELEMENTARY SCHOOL,O,Suspension Out-of-School,7,2,2,0,0,0,1,0,12,12
50,PALM BEACH,2721,DISCOVERY KEY ELEMENTARY SCHOOL,R,Physical Restraint,*,*,*,*,*,*,*,*,*,*
50,PALM BEACH,2731,CROSSPOINTE ELEMENTARY SCHOOL,I,Suspension In-School,*,*,*,*,*,*,*,*,*,*
50,PALM BEACH,2731,CROSSPOINTE ELEMENTARY SCHOOL,O,Suspension Out-of-School,*,*,*,*,*,*,*,*,*,*
50,PALM BEACH,2731,CROSSPOINTE ELEMENTARY SCHOOL,S,Other SES IR Defined,*,*,*,*,*,*,*,*,*,*
50,PALM BEACH,2741,ROYAL PALM BEACH ELEMENTARY SCHOOL,I,Suspension In-School,*,*,*,*,*,*,*,*,*,*
50,PALM BEACH,2741,ROYAL PALM BEACH ELEMENTARY SCHOOL,O,Suspension Out-of-School,*,*,*,*,*,*,*,*,*,*
50,PALM BEACH,2751,BENOIST FARMS ELEMENTARY SCHOOL,I,Suspension In-School,*,*,*,*,*,*,*,*,*,*
50,PALM BEACH,2751,BENOIST FARMS ELEMENTARY SCHOOL,O,Suspension Out-of-School,0,7,7,0,0,0,0,2,12,14
50,PALM BEACH,2751,BENOIST FARMS ELEMENTARY SCHOOL,S,Other SES IR Defined,*,*,*,*,*,*,*,*,*,*
50,PALM BEACH,2761,CHOLEE LAKE ELEMENTARY SCHOOL,O,Suspension Out-of-School,*,*,*,*,*,*,*,*,*,*
50,PALM BEACH,2781,TRADEWINDS MIDDLE SCHOOL,I,Suspension In-School,3,22,10,0,0,1,1,9,28,37
50,PALM BEACH,2781,TRADEWINDS MIDDLE SCHOOL,O,Suspension Out-of-School,11,43,44,0,0,0,2,38,62,100
50,PALM BEACH,2781,TRADEWINDS MIDDLE SCHOOL,P,Placement in Alternative Educational Setting,*,*,*,*,*,*,*,*,*,*
50,PALM BEACH,2801,PALM BEACH MARITIME ACADEMY,E,Expelled Without Continuing Educational Services,*,*,*,*,*,*,*,*,*,*
50,PALM BEACH,2801,PALM BEACH MARITIME ACADEMY,F,Expelled With Continuing Educational Services,*,*,*,*,*,*,*,*,*,*
50,PALM BEACH,2801,PALM BEACH MARITIME ACADEMY,I,Suspension In-School,12,22,19,0,0,1,1,13,42,55
50,PALM BEACH,2801,PALM BEACH MARITIME ACADEMY,O,Suspension Out-of-School,14,35,29,0,0,2,0,21,59,80
50,PALM BEACH,2801,PALM BEACH MARITIME ACADEMY,S,Other SES IR Defined,*,*,*,*,*,*,*,*,*,*
50,PALM BEACH,2811,VILLAGE ACADEMY ON THE ART & SARA JO KOBACKER CAMPUS,I,Suspension In-School,1,44,2,0,0,0,1,24,24,48
50,PALM BEACH,2811,VILLAGE ACADEMY ON THE ART & SARA JO KOBACKER CAMPUS,O,Suspension Out-of-School,0,65,1,0,0,0,0,16,50,66
50,PALM BEACH,2811,VILLAGE ACADEMY ON THE ART & SARA JO KOBACKER CAMPUS,S,Other SES IR Defined,*,*,*,*,*,*,*,*,*,*
50,PALM BEACH,2821,OSCEOLA CREEK MIDDLE SCHOOL,I,Suspension In-School,40,9,33,1,0,0,4,28,59,87
50,PALM BEACH,2821,OSCEOLA CREEK MIDDLE SCHOOL,O,Suspension Out-of-School,21,5,19,0,0,1,2,14,34,48
50,PALM BEACH,2861,PIERCE HAMMOCK ELEMENTARY SCHOOL,O,Suspension Out-of-School,*,*,*,*,*,*,*,*,*,*
50,PALM BEACH,2911,WESTERN ACADEMY CHARTER SCHOOL,I,Suspension In-School,5,2,6,0,1,0,0,4,10,14
50,PALM BEACH,2911,WESTERN ACADEMY CHARTER SCHOOL,O,Suspension Out-of-School,*,*,*,*,*,*,*,*,*,*
50,PALM BEACH,3010,PACE CENTER FOR GIRLS,O,Suspension Out-of-School,*,*,*,*,*,*,*,*,*,*
50,PALM BEACH,3010,PACE CENTER FOR GIRLS,S,Other SES IR Defined,*,*,*,*,*,*,*,*,*,*
50,PALM BEACH,3046,SOUTH AREA SECONDARY INTENSIVE TRANSITION PROGRAM,I,Suspension In-School,0,7,3,0,0,0,0,2,8,10
50,PALM BEACH,3046,SOUTH AREA SECONDARY INTENSIVE TRANSITION PROGRAM,O,Suspension Out-of-School,2,18,3,0,0,0,0,9,14,23
